Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
55796,Text,2017-10-23,Historia de Gil Blas de Santillana: Novela (Vol 3 de 3),es,"Le Sage, Alain René, 1668-1747; Isla, José Francisco de, 1703-1781 [Translator]","Adventure and adventurers -- Fiction; Blas, Gil (Fictitious character) -- Fiction",PQ,Browsing: Literature; Browsing: Fiction
55812,Text,2017-10-25,Cuentos de navidad y reyes; cuentos de la patria; cuentos antiguos,es,"Pardo Bazán, Emilia, condesa de, 1852-1921","Spanish fiction; Short stories, Spanish",PQ,Browsing: Literature; Browsing: Fiction
55882,Text,2017-11-04,La dama joven,es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
55915,Text,2017-11-08,Torquemada y San Pedro,es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
55916,Text,2017-11-08,Tres novelas ejemplares y un prólogo,es,"Unamuno, Miguel de, 1864-1936",Spanish fiction; Spain -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
55917,Text,2017-11-08,"Teatro selecto, tomo 2 de 4",es,"Calderón de la Barca, Pedro, 1600-1681; Menéndez y Pelayo, Marcelino, 1856-1912 [Commentator]","Spanish drama -- Classical period, 1500-1700",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Performing Arts/Film
56010,Text,2017-11-19,Las transformaciones de la sociedad argentina y sus consecuencias institucionales (1853 à 1910),es,"Rivarola, Horacio Carlos, 1885-",Argentina -- Economic conditions; Argentina -- Social conditions,F2801,Browsing: Culture/Civilization/Society; Browsing: Economics; Browsing: History - American
56044,Text,2017-11-24,Dulce Dueño,es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Spanish fiction -- 20th century,PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
56047,Text,2017-11-25,"Cabezas: Pensadores y Artistas, Políticos
Obras Completas Vol. XXII",es,"Darío, Rubén, 1867-1916","Authors, Latin American -- Biography; Latin America -- Biography; Spain -- Biography",PQ,Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
56051,Text,2017-11-26,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 1, Isla de Cuba",es,Real Academia de la Historia (Spain) [Editor],America -- Discovery and exploration -- Spanish; Spain -- Colonies; Latin America -- History -- Sources,E011,Browsing: History - American; Browsing: History - General
56219,Text,2017-12-21,I. Origen de los indios de América. II. Origen y civilizaciones de los indígenas del Perú.,es,"Prince, Carlos, 1836-1919",Peru -- Antiquities; Indians -- Origin; Indians of South America -- Peru,E011,Browsing: Culture/Civilization/Society; Browsing: History - American
56251,Text,2017-12-25,Compendio de la historia general de América. Tomo I,es,"Navarro y Lamarca, Carlos; Hinojosa, Eduardo de [Contributor]",Indians; Latin America -- History; America -- History,E011,Browsing: History - American; Browsing: History - General
56283,Text,2018-01-01,Historia de las Indias (vol. 4 de 5),es,"Casas, Bartolomé de las, 1484-1566","America -- Discovery and exploration -- Spanish -- Early works to 1800; Columbus, Christopher, 1451-1506 -- Early works to 1800; Indians, Treatment of -- Latin America -- Early works to 1800; Spain -- Colonies -- America -- Early works to 1800",F1401,Browsing: History - American; Browsing: History - General
56301,Text,2018-01-04,Hacia una Moral sin Dogmas: Lecciones sobre Emerson y el Eticismo,es,"Ingenieros, José, 1877-1925","Ethics; Emerson, Ralph Waldo, 1803-1882 -- Ethics; Sarmiento, Domingo Faustino, 1811-1888",PS,Browsing: Literature; Browsing: Philosophy & Ethics
56451,Text,2018-01-28,"El Payador, Vol. I
Hijo de la Pampa",es,"Lugones, Leopoldo, 1874-1938","Hernández, José, 1834-1886. Martín Fierro; Gauchos -- Argentina; Folk songs, Spanish -- Argentina -- History and criticism",PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature
56452,Text,2018-01-28,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 5, De Los Documentos Legislativos, I",es,Real Academia de la Historia (Spain) [Editor],America -- Discovery and exploration -- Spanish; Spain -- Colonies; Latin America -- History -- Sources,E011,Browsing: History - American; Browsing: History - General
56454,Text,2018-01-28,Hamlet: Drama en cinco actos,es,"Shakespeare, William, 1564-1616; Fernández de Moratín, Leandro, 1760-1828 [Translator]",Tragedies; Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Fathers -- Death -- Drama; Revenge -- Drama; Princes -- Drama; Denmark -- Drama,PR,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
56519,Text,2018-02-08,"Viaje a los Estados Unidos, Tomo II",es,"Prieto, Guillermo, 1818-1897",United States -- Description and travel,E151,Browsing: History - American; Browsing: Travel & Geography
56624,Text,2018-02-22,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 4, De La Isla De Cuba, II",es,Real Academia de la Historia (Spain) [Editor],America -- Discovery and exploration -- Spanish; Spain -- Colonies; Latin America -- History -- Sources,E011,Browsing: History - American; Browsing: History - General
56770,Text,2018-03-18,"De Sobremesa; crónicas, Tercera Parte (de 5)",es,"Benavente, Jacinto, 1866-1954",Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
57035,Text,2018-04-24,Comedias inéditas,es,"Vega, Lope de, 1562-1635; Fuensanta del Valle, Feliciano Ramírez de Arellano, marqués de la, 1826-1896 [Editor]; Sancho Rayón, José León, 1830-1900 [Editor]","Spanish drama -- Classical period, 1500-1700",PQ,Browsing: Literature
57225,Text,2018-05-28,A.M.D.G.,es,"Pérez de Ayala, Ramón, 1880-1962",Jesuits -- Fiction,PQ,Browsing: Literature; Browsing: Fiction
57261,Text,2018-06-03,El Doctor Centeno (novela completa),es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction -- 19th century,PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
57263,Text,2018-06-03,El Doctor Centeno (Tomo I),es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
57264,Text,2018-06-03,El Doctor Centeno (Tomo II),es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction -- 19th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
57303,Text,2018-06-10,La Divina Comedia,es,"Dante Alighieri, 1265-1321; De Sanctis, Francesco, 1817-1883 [Contributor]; Aranda y Sanjuan, Manuel, 1845-1900 [Translator]","Dante Alighieri, 1265-1321 -- Adaptations; Epic poetry, Italian -- Adaptations",PQ,Browsing: Literature; Browsing: Poetry
57388,Text,2018-06-24,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 6, De La Isla De Cuba, III",es,Real Academia de la Historia (Spain) [Editor],America -- Discovery and exploration -- Spanish; Spain -- Colonies; Latin America -- History -- Sources,E011,Browsing: History - American; Browsing: History - General
57448,Text,2018-07-05,Meditaciones del Quijote,es,"Ortega y Gasset, José, 1883-1955","Fiction; Aesthetics; Cervantes Saavedra, Miguel de, 1547-1616. Don Quixote",PQ,Browsing: Literature; Browsing: Philosophy & Ethics; Browsing: Fiction
57505,Text,2018-07-14,El tratado de la pintura,es,"Leonardo, da Vinci, 1452-1519; Alberti, Leon Battista, 1404-1472; Rejón de Silva, Diego Antonio, 1740-1796 [Translator]","Leonardo, da Vinci, 1452-1519; Painting -- Early works to 1800; Alberti, Leon Battista, 1404-1472",ND,Browsing: Art & Photography; Browsing: Literature
57550,Text,2018-07-20,El Folk-lore Filipino (Tomo I),es,"Reyes y Florentino, Isabelo de los, 1864-1938",Folklore -- Philippines; Philippines -- Social life and customs,GR,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
57590,Text,2018-07-28,La verdad sospechosa,es,"Ruiz de Alarcón, Juan, 1580?-1639","Spanish drama -- Classical period, 1500-1700",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
57648,Text,2018-08-06,Romancero selecto del Cid,es,"Anonymous; Milá y Fontanals, Manuel, 1818-1884 [Author of introduction, etc.]","Cid, approximately 1043-1099 -- Romances; Ballads, Spanish",PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature
57654,Text,2018-08-07,La Ilíada,es,"Homer, 751? BCE-651? BCE; Church, Alfred John, 1829-1912 [Illustrator]; Flaxman, John, 1755-1826 [Illustrator]; Segalá y Estalella, Luis, 1873-1938 [Translator]","Achilles (Mythological character); Trojan War; Epic poetry, Greek -- Translations into Spanish",PA,Browsing: Culture/Civilization/Society; Browsing: History - Warfare; Browsing: Literature
57675,Text,2018-08-12,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 7, De Los Pleitos de Colón, I",es,Real Academia de la Historia (Spain) [Editor],America -- Discovery and exploration -- Spanish; Spain -- Colonies; Latin America -- History -- Sources,E011,Browsing: History - American; Browsing: History - General
57781,Text,2018-08-27,Cañas y barro: Novela,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
57828,Text,2018-09-01,"Cosas de España; tomo 1
(El país de lo imprevisto)",es,"Ford, Richard, 1796-1858; Mesa y Rosales, Enrique de, 1879-1929 [Translator]",Spain -- Description and travel,DP,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Travel & Geography
57955,Text,2018-09-23,Los entremeses,es,"Cervantes Saavedra, Miguel de, 1547-1616","Spanish drama -- Classical period, 1500-1700",PQ,Browsing: History - General; Browsing: Literature
57960,Text,2018-09-24,"Historia de América desde sus tiempos más remotos hasta nuestros días, tomo I",es,"Ortega Rubio, Juan, 1845-1921",America -- History,E011,Browsing: History - American
57982,Text,2018-09-27,España invertebrada: Bosquejo de algunos pensamientos históricos,es,"Ortega y Gasset, José, 1883-1955",Spain -- Civilization -- Philosophy,DP,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Philosophy & Ethics
58049,Text,2018-10-07,El Marqués de Bradomín: Coloquios Románticos,es,"Valle-Inclán, Ramón del, 1866-1936",Spanish drama,PQ,Browsing: Literature
58059,Text,2018-10-09,La madre naturaleza (2ª parte de Los pazos de Ulloa),es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Love stories; Siblings -- Fiction; Incest -- Fiction; Galicia (Spain : Region) -- Fiction; Aristocracy (Social class) -- Spain -- Fiction; Country life -- Spain -- Galicia (Region) -- Fiction; Clergy -- Spain -- Fiction; Social classes -- Spain -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
